,group_id,average,count,std,min,Q1,Q2,Q3,max
1179,4035.csv,784.7769027666667,3.0,385.9571799411517,354.3307083,627.16535415,900.0,1000.0,1100.0
1180,2322.csv,529.9534697725,16.0,306.5463992108415,196.8503935,236.2204722,446.8503935,816.535,1102.3622036
1181,10665.csv,1042.0898058252428,103.0,1265.196385716215,75.0,81.0,81.0,1975.0,3900.0
1182,6144.csv,682.1730849402837,631.0,177.97733734646883,23.622,600.0,630.0,775.0,1708.658
1183,9277.csv,455.424212541,20.0,276.6572825417015,25.0,196.8503935,462.5,662.5,1000.0
1184,12072.csv,3777.222440125,12.0,3618.265086749968,590.5511805,597.637795125,1400.5,7575.0,8600.0
1185,8169.csv,2403.547192965625,32.0,2373.6334847577104,393.700787,393.700787,1259.8425184,4724.409444,10550.0
1186,6150.csv,721.4019250336823,107.0,133.7354429167964,50.0,614.09326,730.0,803.148,1141.73
1187,9263.csv,472.4409444,1.0,,472.4409444,472.4409444,472.4409444,472.4409444,472.4409444
1188,13378.csv,236.2204722,1.0,,236.2204722,236.2204722,236.2204722,236.2204722,236.2204722
1189,12066.csv,926.2738245406487,74.0,1014.0583463407398,39.3700787,403.25,590.5511805,1000.0,7000.0
1190,4747.csv,5499.987172622223,18.0,3652.901897701307,39.3700787,1576.25,8133.8502635,8661.417314,9055.0
1191,3028.csv,824.8599370960806,758.0,794.4654203796105,10.0,590.5511805,590.5511805,866.1417314,15748.0
1192,2336.csv,7718.431645763653,61.0,27977.208688408587,99.999999898,748.0314953,1047.24409342,2559.0,216535.43285
1193,10671.csv,713.05597505,18.0,1632.3006632374318,39.3700787,200.0,345.0,429.5,7200.0
1194,5459.csv,1181.200787,2.0,556.9161878764513,787.401574,984.3011805,1181.200787,1378.1003934999999,1575.0
1195,3996.csv,1300.0,1.0,,1300.0,1300.0,1300.0,1300.0,1300.0
1196,2450.csv,725.8082059729009,402.0,341.1624878898273,39.3700787,472.4409444,669.2913379,1000.0,1800.0
1197,10117.csv,1374.4231195833215,28.0,813.9020338992804,3.93700787,787.401574,1181.102361,1938.9763759749999,3937.00787
1198,11209.csv,1818.7233453048814,2033.0,30904.964824742656,3.0,78.7401574,236.2204722,511.81,894842.5187723
1199,4021.csv,5557.307310669428,35.0,5134.58200144488,236.2204722,1850.0,3600.0,9074.5,24000.0
1200,7528.csv,913.6935270568572,35.0,493.7892318883899,100.0,600.0,944.8818888,984.2519675,1929.1338563
1201,12700.csv,799.211,1.0,,799.211,799.211,799.211,799.211,799.211
1202,1159.csv,691.6825097657143,35.0,457.032054937053,39.3700787,359.3503935,520.0,978.1259837499999,1700.0
1203,6636.csv,776.2204724318182,11.0,675.0842228426206,98.42519675,425.0,530.0,910.0,2450.0
1204,9505.csv,1126.3228343475,4.0,435.56695734982435,551.0,1014.7185030425001,1172.145668695,1283.75,1610.0
1205,5458.csv,734.6561678564999,18.0,261.79356043210754,177.0,587.9921253845,860.0,936.25,950.0
1206,10670.csv,561.375,36.0,495.49413107379127,12.0,193.5,425.0,793.75,2163.0
1207,2337.csv,648.32677124725,4.0,371.58533097003874,196.8503935,421.25984209,698.2283457445,925.29527490175,1000.0
1208,3029.csv,866.140787,2.0,111.35406291518392,787.401574,826.7711805,866.140787,905.5103935,944.88
1209,4746.csv,733.4444444444445,9.0,541.5946618807998,200.0,400.0,669.0,880.0,2000.0
1210,12067.csv,529.846588138645,40.0,351.62258736696987,1.0,293.897637725,575.0,700.0,1550.0
1211,13379.csv,485.5643039666666,3.0,433.6669717849118,196.8503935,236.2204722,275.5905509,629.9212592,984.2519675
1212,9262.csv,401.1316435,8.0,260.0972486848552,87.5,273.4375,326.5,477.16535415,866.1417314
1213,6151.csv,678.7472068965517,29.0,174.52840779622164,51.181,600.0,669.0,825.0,925.0
1214,9504.csv,1253.6,5.0,1374.6586121652167,6.0,557.0,700.0,1480.0,3525.0
1215,6637.csv,807.3420821411112,9.0,476.77063067136527,266.0,450.0,600.0,1300.0,1500.0
1216,1158.csv,594.6221981113636,22.0,441.4095386403487,20.0,85.75,585.0,1030.06725,1279.52755775
1217,12701.csv,799.211,1.0,,799.211,799.211,799.211,799.211,799.211
1218,7529.csv,3301.6807679645744,80.0,13688.926587791191,200.0,900.0,1950.0,2400.0,123999.752
1219,4020.csv,2431.8839015287995,27.0,1334.5360536238009,39.3700787,1585.0,2086.6141711,3050.0,5350.0
1220,11208.csv,616.1417316550001,2.0,36.19050451200349,590.5511805,603.3464560775,616.1417316550001,628.9370072325,641.73228281
1221,10116.csv,2636.0381966625077,545.0,1447.9251569620226,39.3700787,1535.4330693,2637.79,3399.999996532,10669.27
1222,2451.csv,652.7033341260234,171.0,276.297617329772,39.3700787,472.4409444,590.5511805,885.825,1300.0
1223,3997.csv,1561.968503374,5.0,610.5274643528305,750.0,1259.8425184,1499.99999847,2000.0,2300.0
1224,4034.csv,643.2254831172727,11.0,419.4049093894165,160.0,355.0,600.0,805.0,1400.0
1225,10102.csv,1876.2409443999998,5.0,1779.4286299608527,393.700787,748.0314953,1220.4724397,2200.0,4819.0
1226,2445.csv,472.4409444,1.0,,472.4409444,472.4409444,472.4409444,472.4409444,472.4409444
1227,9510.csv,1377.95,1.0,,1377.95,1377.95,1377.95,1377.95,1377.95
1228,6623.csv,1743.9495473537036,27.0,1937.8576507210414,39.3700787,688.97637725,787.401574,1555.11810865,6043.0
1229,12715.csv,354.33,1.0,,354.33,354.33,354.33,354.33,354.33
1230,8168.csv,1254.9202748124999,8.0,1403.5766130547736,590.5511805,787.4,787.4,787.4003935,4724.409444
1231,12073.csv,3804.2793549391304,23.0,3144.5030760760756,590.5511805,1950.0,1950.0,6161.41731655,10236.220462
1232,9276.csv,127.5,2.0,3.5355339059327378,125.0,126.25,127.5,128.75,130.0
1233,6145.csv,657.5468499370278,397.0,141.55320372513143,74.803,600.0,614.21137,700.786,1177.163
1234,10664.csv,456.0,5.0,276.4597619907823,200.0,230.0,350.0,700.0,800.0
1235,4752.csv,1200.0,1.0,,1200.0,1200.0,1200.0,1200.0,1200.0
1236,7273.csv,1045.5747042375,16.0,1265.7489093058114,393.700787,590.5511805,729.3307083,815.5511805,5700.0
1237,8140.csv,600.0,1.0,,600.0,600.0,600.0,600.0,600.0
1238,13345.csv,476.37795227,1.0,,476.37795227,476.37795227,476.37795227,476.37795227,476.37795227
1239,1602.csv,590.5511805,1.0,,590.5511805,590.5511805,590.5511805,590.5511805,590.5511805
1240,396.csv,1425.705409133674,89.0,8470.517696825267,5.8,314.9606296,472.4409444,700.0,80393.7007054
1241,5464.csv,659.42598375,2.0,459.37331163043257,334.6,497.012991875,659.42598375,821.838975625,984.2519675
1242,3015.csv,771.6112959817298,185.0,513.2939633831263,20.0,500.0,600.0,950.0,3937.0
1243,11552.csv,443.56951925,9.0,389.00250589373576,39.3700787,137.79527545,472.4409444,590.5511805,1181.102361
1244,10894.csv,492.125,1.0,,492.125,492.125,492.125,492.125,492.125
1245,3773.csv,1857.4803148,2.0,2181.452259037317,314.9606296,1086.2204722,1857.4803148,2628.7401574,3400.0
1246,11234.csv,660.2530722458011,171.0,945.377894844795,3.1496,362.16535415,472.4409444,708.6614166,8070.8661335
1247,5302.csv,374.24372031307996,25.0,328.17318019309545,86.61417314,164.1729,295.275,610.235,1390.157478897
1248,9538.csv,814.8031495299999,5.0,293.83963188708515,374.01574765,800.0,850.0,850.0,1200.0
1249,1164.csv,758.683350093931,29.0,699.7617550735259,39.3700787,393.700787,669.2913379,930.0,3900.0
1250,7515.csv,1124.916666661109,156.0,1054.8624307712064,100.0,730.0,1055.0,1221.0,10680.0
1251,8626.csv,748.0314953,1.0,,748.0314953,748.0314953,748.0314953,748.0314953,748.0314953
1252,1170.csv,800.2757390009505,101.0,1150.2758927450118,10.0,260.0,430.0,799.0,8267.716527
1253,12729.csv,555.6874078863636,33.0,340.7741945583298,118.1102361,300.0,500.0,700.0,1600.0
1254,7501.csv,100.0,1.0,,100.0,100.0,100.0,100.0,100.0
1255,8632.csv,590.5511805,2.0,167.03309774770838,472.4409444,531.49606245,590.5511805,649.60629855,708.6614166
1256,4008.csv,703.0824918706061,33.0,365.6749500107577,47.0,520.0,590.5511805,900.0,1700.0
1257,3767.csv,1439.5833333333333,12.0,1370.2595280611715,400.0,905.0,1000.0,1220.0,5430.0
1258,11220.csv,469.78605157142863,14.0,296.0605470142773,90.0,249.9996574,448.818,487.5,1102.3622036
1259,2479.csv,500.0,1.0,,500.0,500.0,500.0,500.0,500.0
1260,5316.csv,1000.624419841064,94.0,385.17417193645576,100.0,773.25,1150.0,1200.785,2125.0
1261,5470.csv,414.32283459090917,11.0,253.28597734727046,38.0,210.92519675,460.0,619.5,790.0
1262,10658.csv,440.0,1.0,,440.0,440.0,440.0,440.0,440.0
1263,3001.csv,687.6640416333333,3.0,276.86245706942196,472.4409444,531.49606245,590.5511805,795.27559025,1000.0
1264,11546.csv,351.6049778923076,13.0,133.00039455362935,39.3700787,259.842,393.700787,393.700787,590.5511805
1265,10880.csv,510.2210502540909,22.0,331.9697297758287,154.0,196.8503935,374.01574765,816.9278639875,1000.0
1266,7267.csv,1255.8295607303448,171.0,1069.3810736574387,6.0,629.9212592,1000.0,1385.0,6000.0
1267,8154.csv,1816.0611017999995,10.0,1702.2583054530453,393.700787,492.12598375,1193.700787,2466.92913175,4724.4
1268,13351.csv,8612.5,2.0,3411.7902192250917,6200.0,7406.25,8612.5,9818.75,11025.0
1269,382.csv,438.9266055905526,38.0,354.25832071283065,20.0,206.692913175,424.99999977050004,590.5511805,2000.0
1270,1616.csv,2694.9871171904047,1664.0,1421.2814130884242,27.559,2000.0,2400.0,3199.999996736,28800.0
1271,6179.csv,575.5919045125,24.0,144.13672844959967,74.803,550.0,595.5,606.25,799.211
1272,369.csv,1714.6623323626743,43.0,2532.82195640562,196.8503935,902.75590505,1300.0,1560.0,13199.999986536
1273,6192.csv,673.4046384615384,169.0,118.42775736572838,100.0,600.0,640.0,732.282,1011.0
1274,1825.csv,1800.0,1.0,,1800.0,1800.0,1800.0,1800.0,1800.0
1275,4785.csv,929.462726777757,107.0,449.63097484580675,39.3700787,669.2913379,984.2519675,1200.0,2100.0
1276,2492.csv,859.57199035,14.0,399.6807757682609,39.3700787,590.5511805,1043.30708555,1181.102361,1200.0
1277,3954.csv,3500.0,1.0,,3500.0,3500.0,3500.0,3500.0,3500.0
1278,8801.csv,38923.884474733335,3.0,66941.22548759116,39.3700787,275.59055090000004,511.8110231,58366.14167275,116220.4723224
1279,6838.csv,1411.1808703555555,18.0,855.2669099589692,39.3700787,725.0,1450.0,2200.0,2580.0
1280,8815.csv,666.3681098740001,4.0,484.2035252161567,45.0,454.16338537499996,710.2362197479999,922.4409442470001,1200.0
1281,2486.csv,869.2873136966325,196.0,818.4794455426428,39.3700787,393.700787,905.5118101,1141.7322823,5500.0
1282,3940.csv,1116.5404721999998,5.0,1611.9065077378295,393.700787,393.700787,393.700787,401.6,4000.0
1283,3798.csv,2000.0,1.0,,2000.0,2000.0,2000.0,2000.0,2000.0
1284,4791.csv,1000.2624670261905,21.0,391.63250854967225,100.0,700.0,1000.0,1395.0,1700.0
1285,4949.csv,1484.75,4.0,764.3277547405083,539.0,1184.75,1500.0,1800.0,2400.0
1286,6186.csv,766.3221392384615,13.0,140.50619353947297,500.0,700.0,800.0,880.0,925.0
1287,1831.csv,1217.27352115625,8.0,2151.1403241038547,137.79527545,303.24803122500003,499.9996,700.0,6496.0629855
1288,11591.csv,393.700787,2.0,0.0,393.700787,393.700787,393.700787,393.700787,393.700787
1289,10857.csv,912.2331856030303,33.0,830.4271876610796,39.3700787,181.102,400.0,1751.965,2204.72
1290,4961.csv,9831.25,4.0,18447.3504759717,300.0,562.5,762.5,10031.25,37500.0
1291,13386.csv,1140.0,1.0,,1140.0,1140.0,1140.0,1140.0,1140.0
1292,355.csv,333.17839138841634,61.0,203.07093508448648,39.3700787,177.16535415,314.9606296,492.12598375,1000.0
1293,1819.csv,743.3333333333334,3.0,378.9898855290644,500.0,525.0,550.0,865.0,1180.0
1294,8183.csv,1067.3333333333333,3.0,379.00043975348274,630.0,951.0,1272.0,1286.0,1300.0
1295,12098.csv,868.7139104666667,3.0,280.0088607149125,590.0,728.0708657,866.1417314,1008.0708657,1150.0
1296,6810.csv,656.69291292,2.0,363.01859881651995,400.0,528.34645646,656.69291292,785.03936938,913.38582584
1297,12926.csv,350.0,1.0,,350.0,350.0,350.0,350.0,350.0
1298,433.csv,400.0,1.0,,400.0,400.0,400.0,400.0,400.0
1299,3968.csv,1208.3333333333333,3.0,1152.2622675994096,100.0,612.5,1125.0,1762.5,2400.0
1300,6804.csv,2447.8863903666665,6.0,948.9548564026771,866.1417314,2061.0225,2592.045,3215.3149581,3330.0
1301,12932.csv,354.33,1.0,,354.33,354.33,354.33,354.33,354.33
1302,8829.csv,158.1102361,2.0,110.46455525278452,80.0,119.05511805,158.1102361,197.16535414999998,236.2204722
1303,427.csv,1270.6630748630535,150.0,1650.151591804812,19.685,393.700787,787.401574,1652.65747905,12000.0
1304,13392.csv,742.6434823136842,19.0,786.086205432442,157.4803148,314.9603148,484.251,846.4549999999999,3740.1574765
1305,341.csv,661.7160626795,20.0,991.5528766106191,182.0,246.75,396.8503935,600.0,4724.409444
1306,8197.csv,1013.1407386670454,44.0,1017.49160547922,39.3700787,208.661,640.0,1400.0,4545.0
1307,11585.csv,599.2163948966667,6.0,205.04699715128737,338.0,453.69425,618.0196846900001,696.259842345,900.0
1308,10843.csv,610.0071022968182,22.0,851.9816104442797,47.244,278.54274999999996,354.3307083,516.7322829374999,3464.5669256
1309,4975.csv,1012.4015742295,2.0,158.95983070744515,900.0,956.20078711475,1012.4015742295,1068.60236134425,1124.803148459
1310,2653.csv,625.9842515,3.0,146.94061070646075,500.0,545.27559025,590.5511805,688.97637725,787.401574
1311,10314.csv,1210.598924670635,126.0,1907.4467477857497,39.3700787,314.9606296,314.9606296,1183.0,9600.0
1312,4222.csv,8003.923586922222,9.0,19533.108161727123,196.8503935,393.7,2000.0,3000.0,59999.88
1313,816.csv,550.0,3.0,0.0,550.0,550.0,550.0,550.0,550.0
1314,8418.csv,2064.090909090909,22.0,3735.1332724242334,125.0,500.0,1260.0,1737.5,18000.0
1315,12503.csv,400.0,1.0,,400.0,400.0,400.0,400.0,400.0
1316,56.csv,813.3543908639853,1188.0,225.6669431444001,3.937,718.5,846.455,944.88,2000.0
1317,6435.csv,255.905,1.0,,255.905,255.905,255.905,255.905,255.905
1318,9706.csv,2614.3333333333335,6.0,2664.190414866525,125.0,587.5,1625.0,5029.125,5905.5
1319,6353.csv,919.5467664324614,104.0,214.73735213191355,393.7,799.211,799.211,1091.5354319575,1838.579
1320,9060.csv,590.550885375,4.0,0.0005902500000161126,590.55,590.550885375,590.5511805,590.5511805,590.5511805
1321,12265.csv,692.325,4.0,72.35760153570598,600.0,651.9749999999999,709.65,750.0,750.0
1322,4544.csv,400.0,1.0,,400.0,400.0,400.0,400.0,400.0
1323,5882.csv,462.5,2.0,53.033008588991066,425.0,443.75,462.5,481.25,500.0
1324,4.csv,1312.1529029357034,6877.0,24034.953997551915,1.0,350.0,600.0,953.0,1968500.0
1325,2135.csv,1741.9610015753929,151.0,14923.93498190187,39.37,393.700787,590.5511805,669.2913379,183897.6376077
1326,10472.csv,1320.8652379583334,6.0,213.88842880975523,1062.9921249,1131.8891231875,1354.328,1508.857551975,1535.4330693
1327,11778.csv,293.8503935,2.0,141.20978069599033,194.0,243.92519675,293.8503935,343.77559025,393.700787
1328,5896.csv,2425.0,4.0,1564.9813630413196,1300.0,1450.0,1850.0,2825.0,4700.0
1329,2121.csv,905.5118101,2.0,0.0,905.5118101,905.5118101,905.5118101,905.5118101,905.5118101
1330,10466.csv,1073.875,8.0,882.9205493296503,90.0,300.0,950.0,1600.25,2400.0
1331,6347.csv,883.1592152403808,21.0,159.09918299913156,590.5511805,799.211,799.211,1049.999998929,1100.0
1332,9074.csv,275.5905509,1.0,,275.5905509,275.5905509,275.5905509,275.5905509,275.5905509
1333,1428.csv,410.13269450025314,158.0,292.4416412991145,27.559,226.25,297.637795125,540.88582635,1625.0
1334,12271.csv,668.460944516981,106.0,146.9925192042186,75.0,602.5,700.0,749.506375,1018.0
1335,7059.csv,539.2913385375,4.0,324.2668507185716,177.16535415,344.2913385375,525.0,720.0,930.0
1336,802.csv,533.75,8.0,28.252686345094435,500.0,500.0,550.0,552.5,560.0
1337,12517.csv,125.36276166799009,403.0,156.7408827868904,78.74,86.614,86.614,86.614,1100.0
1338,6421.csv,2230.3243905488407,138.0,2691.392636651203,62.5,112.375,1181.102361,4512.78625,20944.84
1339,42.csv,663.0868497089784,838.0,253.61878005800833,3.937,525.0,610.1175000000001,800.0,2000.0
1340,9712.csv,3920.072834475,4.0,7054.671913302353,196.8503935,403.543306675,491.7204722,4008.25,14500.0
1341,5128.csv,1192.979,3.0,1185.547092410504,3.937,601.9685,1200.0,1787.5,2375.0
1342,2647.csv,463.11932122384616,13.0,215.08750799816494,129.92125971,314.9606296,393.700787,590.5511805,944.8818888
1343,10300.csv,869.0931435,4.0,87.64382797024007,787.401574,796.2586435000001,872.0455,944.88,944.88
1344,3559.csv,3600.0,1.0,,3600.0,3600.0,3600.0,3600.0,3600.0
1345,4236.csv,2703.1679783333334,9.0,1428.8699690275894,1259.8425184,1700.0,2300.0,2953.0,5700.0
1346,8424.csv,829.133858,3.0,252.59886707167254,600.0,693.700787,787.401574,943.700787,1100.0
1347,7717.csv,598.1565885288,50.0,374.3682748255185,100.0,364.17303122500005,492.12549187499997,787.401574,1700.0
1348,1366.csv,1031.8434194314286,35.0,329.8896423291987,400.0,809.5,925.0,1225.0,1800.0
1349,6409.csv,799.211,1.0,,799.211,799.211,799.211,799.211,799.211
1350,5100.csv,755.0,3.0,645.2325162296147,15.0,532.5,1050.0,1125.0,1200.0
1351,10328.csv,7371.504535272728,11.0,4083.2267496882446,708.66,4550.0,9600.0,10021.25,10799.191
1352,11036.csv,870.2312096003636,11.0,340.1991455852275,114.960629804,800.0,869.0,1100.0,1338.5826758
1353,3571.csv,447.342519675,4.0,284.9495180203756,39.3700787,384.842519675,525.0,587.5,700.0
1354,4578.csv,2136.656681839535,43.0,1145.8809827863117,100.0,1400.0,2000.0,2584.0,4800.0
1355,11750.csv,494.487834475,4.0,220.66312574568556,196.8503935,403.543306675,536.2204722,627.165,708.66
1356,3217.csv,1174.7077344272727,11.0,419.8184048807328,39.3700787,1171.2075,1290.0,1300.0,1600.0
1357,2109.csv,2531.746358481296,230.0,17607.262186780677,39.3700787,590.5511805,590.5511805,796.8503935,251574.802893
1358,5666.csv,1281.55511805,4.0,726.7200352923156,236.2204722,1064.05511805,1545.0,1762.5,1800.0
1359,11988.csv,1198.7480580895099,204.0,2777.2302997889533,39.0,590.5511805,900.0,1300.0,39370.0
1360,194.csv,668.803492063492,63.0,218.19190467899472,51.181,599.0,650.0,816.0425,1200.0
1361,1400.csv,915.7946035366666,15.0,405.37115971262,314.96,590.5511805,800.0,1225.0,1500.0
1362,13147.csv,921.25859025,2.0,467.6909040457263,590.5511805,755.9048853749999,921.25859025,1086.612295125,1251.966
1363,12259.csv,312.07349073333336,3.0,82.55458991154676,236.2204722,268.1102361,300.0,350.0,400.0
1364,8342.csv,2099.841686027744,78.0,1314.7691001491241,314.9606296,1574.803148,1875.7855,2317.125982475,7600.0
1365,7071.csv,511.7501049333334,3.0,336.3667438612756,157.4803148,354.2401574,551.0,688.885,826.77
1366,9048.csv,611.0093053229091,11.0,379.38205888078517,100.0,435.0,500.0,918.700787,1181.102361
1367,1414.csv,528.2628416073327,55.0,359.8806810558108,177.0,256.5,350.0,735.0,1690.0
1368,180.csv,631.1458837209302,43.0,176.96882513046637,100.0,590.55,600.0,662.0,1050.0
1369,13153.csv,275.0,1.0,,275.0,275.0,275.0,275.0,275.0
1370,8356.csv,1392.857142857143,7.0,710.1517275839552,325.0,912.5,1500.0,1950.0,2200.0
1371,7065.csv,845.0,2.0,982.878425849301,150.0,497.5,845.0,1192.5,1540.0
1372,11744.csv,460.62966895,2.0,295.092162176495,251.968,356.29883447500004,460.62966895,564.9605034250001,669.2913379
1373,3203.csv,1020.8470761805231,172.0,545.7955659289393,39.3700787,787.401574,984.2519675,1200.19625,3401.568
1374,5672.csv,1013.1187816049143,105.0,342.47870321971124,7.086614166,800.0,1000.0,1300.0,2000.0
1375,11022.csv,39.3700787,2.0,0.0,39.3700787,39.3700787,39.3700787,39.3700787,39.3700787
1376,3565.csv,510.8267713875,4.0,392.30638881476125,100.0,216.9291336625,521.653542775,815.5511805,900.0
1377,8430.csv,1475.1039200500632,95.0,1161.6854655143247,39.3700787,460.6294722,1574.803148,1850.3936989,5866.1417263
1378,7703.csv,1580.0100612111112,18.0,2938.0733114974532,551.1811018,712.75,887.5,962.75,13320.0
1379,1372.csv,590.5511805,1.0,,590.5511805,590.5511805,590.5511805,590.5511805,590.5511805
1380,7930.csv,828.2333654354838,31.0,964.9878556423299,50.0,400.0,630.0,850.0,5400.0
1381,1399.csv,884.4858127323262,308.0,556.8135268495439,2.0,478.75,800.0,1200.0,3200.0
1382,95.csv,644.2644970094129,557.0,171.9346389836243,47.244,563.0,600.0,750.0,1771.6535415
1383,2848.csv,1321.5277222496904,3327.0,4141.464224606928,1.0,590.5511805,1181.102361,1574.803148,228228.3462239
1384,2690.csv,636.9647264040984,61.0,302.1503078713566,236.2204722,354.3307083,590.5511805,800.0,1600.0
1385,11977.csv,528.0785902499999,10.0,318.16027211718335,196.8503935,200.0,585.27559025,711.0225,984.2519675
1386,5699.csv,787.401574,1.0,,787.401574,787.401574,787.401574,787.401574,787.401574
1387,4587.csv,1780.5118092075,4.0,2825.682777845266,39.3700787,80.708661335,559.05511754,2258.8582654125,5964.56692305
1388,5841.csv,9816.512195121952,41.0,7096.0228125406675,155.0,3600.0,9600.0,14400.0,28800.0
1389,6390.csv,627.5082733333332,15.0,212.97894453172887,100.0,599.212,600.0,800.0,850.0
1390,6384.csv,821.5206666666667,3.0,38.64147616659245,799.211,799.211,799.211,832.6755,866.14
1391,11963.csv,355.64277143,3.0,114.26350560739333,224.40944859,316.928724295,409.448,421.25943285,433.0708657
1392,5855.csv,1142.4887513142855,14.0,1151.3006385459137,100.0,442.303149275,810.38582635,1200.0,3925.0
1393,2684.csv,945.3568441254237,59.0,488.65267073544334,118.1102361,486.2204722,930.0,1181.102361,2350.0
1394,7924.csv,400.0,1.0,,400.0,400.0,400.0,400.0,400.0
1395,619.csv,813.9118789033909,150.0,872.9360965227612,39.3700787,314.9606296,575.27559025,1011.2204716645,5900.0
1396,81.csv,697.8830936018293,738.0,174.15582976028344,25.0,600.0,680.5849499999999,847.61375,1500.0
1397,9909.csv,2043.1264703225268,95.0,14018.700237394423,3.93700787,448.818,600.0,600.0,137204.7242695
1398,2874.csv,547.8672401553488,86.0,446.5230869503586,39.3700787,393.700787,500.0,590.5511805,3100.0
1399,631.csv,706.8241465666666,3.0,243.67036232042548,433.0708657,610.23621985,787.401574,843.700787,900.0
1400,9921.csv,100.0,1.0,,100.0,100.0,100.0,100.0,100.0
1401,8381.csv,1574.803148,2.0,0.0,1574.803148,1574.803148,1574.803148,1574.803148,1574.803148
1402,157.csv,667.0276530612244,98.0,132.82640875978964,3.937,600.0,600.0,800.0,850.0
1403,13184.csv,473.56580379142855,7.0,150.87379700340995,307.08661386,314.9606296,590.5511805,594.48818837,598.42519624
1404,11793.csv,260.5,2.0,14.849242404917497,250.0,255.25,260.5,265.75,271.0
1405,10499.csv,436.7828556216667,84.0,203.27659550793823,39.3700787,393.700787,393.700787,395.27559025,1200.0
1406,5869.csv,1902.0,1.0,,1902.0,1902.0,1902.0,1902.0,1902.0
1407,11787.csv,657.7560224666666,21.0,744.5502968887436,177.165,314.9606296,393.700787,751.967,3543.3
1408,8395.csv,1226.880653360864,828.0,1374.0784845925778,39.3700787,551.1811018,984.2519675,1600.0,24015.748007
1409,143.csv,655.4147690156705,2085.0,165.16568616877933,10.0,598.424,614.0,708.66,2799.207
1410,13190.csv,541.4510680957143,42.0,280.6776841100744,177.16535415,314.9606296,560.5905508999999,708.6614166,1377.9527545
1411,625.csv,709.553,3.0,315.7763399290707,346.456,604.3295,862.203,891.1015,920.0
1412,7918.csv,882.0,3.0,373.32559515789967,500.0,700.0,900.0,1073.0,1246.0
1413,9935.csv,748.0314953,2.0,55.67769924923606,708.6614166,728.3464559500001,748.0314953,767.71653465,787.401574
1414,2860.csv,922.0889794475,164.0,347.0529171916594,98.0,706.495,944.8809444,1109.5216527,1889.7637776
1415,4356.csv,3151.138703496154,26.0,3063.55069612062,100.0,393.700787,1747.67716425,6000.0,9150.0
1416,3439.csv,815.182971989625,16.0,254.47646021796066,433.0708657,696.2598419625,793.700786592,841.5354322125,1250.0
1417,2727.csv,200.0,1.0,,200.0,200.0,200.0,200.0,200.0
1418,10260.csv,1903.4021967748463,130.0,2024.510717972324,98.425,708.6614166,1250.0,2754.42913175,15800.0
1419,5048.csv,1800.0,1.0,,1800.0,1800.0,1800.0,1800.0,1800.0
1420,6541.csv,2159.8984585687504,32.0,3596.728808001928,39.3700787,836.614172375,1785.82677075,2362.204722,21259.8
1421,9672.csv,1003.93700685,1.0,,1003.93700685,1003.93700685,1003.93700685,1003.93700685,1003.93700685
1422,7887.csv,1025.9842514064999,2.0,107.45795886583922,950.0,987.9921257032499,1025.9842514064999,1063.97637710975,1101.968502813
1423,12477.csv,643.228011285,8.0,156.79725784234847,510.0,536.9873775,600.0,657.3027500000001,960.62992028
1424,962.csv,740.7474408475,4.0,454.9400279500542,381.88976339,479.3299408475,590.55,851.9675,1400.0
1425,7139.csv,2866.6666663606666,6.0,909.212113563181,1799.999998164,2250.0,2700.0,3450.0,4200.0
1426,12311.csv,566.0,9.0,40.89926649709014,500.0,525.0,594.0,600.0,600.0
1427,1548.csv,3380.139193126118,232.0,13316.075114731379,39.37,2125.9842498,2507.869,2681.097,203110.2360133
1428,6227.csv,612.2285021142858,35.0,195.12009198402956,40.0,525.0,600.0,655.5,1175.0
1429,9114.csv,950.0,1.0,,950.0,950.0,950.0,950.0,950.0
1430,2041.csv,388.62112273921133,288.0,273.2409027099722,4.0,183.0705885375,354.3307083,472.4409444,2000.0
1431,10506.csv,765.825620636842,76.0,911.6356482929311,425.0,550.75,600.0,787.4,8503.92
1432,11618.csv,1496.0629906,1.0,,1496.0629906,1496.0629906,1496.0629906,1496.0629906,1496.0629906
1433,4430.csv,3700.0,1.0,,3700.0,3700.0,3700.0,3700.0,3700.0
1434,2055.csv,196.8503935,1.0,,196.8503935,196.8503935,196.8503935,196.8503935,196.8503935
1435,10512.csv,641.1627040045132,304.0,177.20855812471186,50.0,551.18082635,600.0,787.4,2000.0
1436,4424.csv,4946.0629914500005,18.0,5743.821297772144,39.3700787,984.2519675,2950.78740035,7200.0,18000.0
1437,12305.csv,623.3595794166666,3.0,56.82581383865441,590.5511805,590.5511805,590.5511805,639.7637788750001,688.97637725
1438,6233.csv,687.9002735449736,189.0,173.59753354608708,51.181,600.0,650.0,787.4,1950.0
1439,9100.csv,393.700787,1.0,,393.700787,393.700787,393.700787,393.700787,393.700787
1440,6555.csv,707.258540908785,14.0,551.5688703667929,172.0,270.66535415,495.27559025,996.061491875,2100.0
1441,9666.csv,300.0,1.0,,300.0,300.0,300.0,300.0,300.0
1442,7893.csv,2782.6555482420795,1206.0,12676.911276028051,39.3700787,708.6614166,1181.102361,1800.0,162244.0943227
1443,12463.csv,791.3380760142855,7.0,286.26637236538284,500.0,590.5505902499999,590.5511805,1043.30708555,1181.1
1444,976.csv,747.9451103391683,947.0,560.6784085243264,3.937,400.0,610.0,918.6605,4724.4
